"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"VariantAnnotation","VariantAnnotation","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","1.30.1",NA,"R (>= 2.8.0), methods, BiocGenerics (>= 0.15.3), GenomeInfoDb
(>= 1.15.2), GenomicRanges (>= 1.31.8), SummarizedExperiment
(>= 1.9.9), Rsamtools (>= 1.99.0)","utils, DBI, zlibbioc, Biobase, S4Vectors (>= 0.17.24), IRanges
(>= 2.13.13), XVector (>= 0.19.7), Biostrings (>= 2.47.6),
AnnotationDbi (>= 1.27.9), rtracklayer (>= 1.39.7), BSgenome
(>= 1.47.3), GenomicFeatures (>= 1.31.3)","S4Vectors, IRanges, XVector, Biostrings, Rhtslib","RUnit, AnnotationHub, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene,
SNPlocs.Hsapiens.dbSNP.20101109, SIFT.Hsapiens.dbSNP132,
SIFT.Hsapiens.dbSNP137, PolyPhen.Hsapiens.dbSNP131, snpStats,
ggplot2, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","3.6.1"
"venn","venn","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","1.7",NA,"R (>= 3.0.0)",NA,NA,"QCA (>= 2.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"vsn","vsn","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","3.52.0",NA,"R (>= 3.4.0), Biobase","methods, affy, limma, lattice, ggplot2",NA,"affydata, hgu95av2cdf, BiocStyle, knitr, dplyr, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","3.6.1"
"widgetTools","widgetTools","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","1.62.0",NA,"R (>= 2.4.0), methods, utils, tcltk",NA,NA,"Biobase",NA,"LGPL",NA,NA,NA,NA,"no","3.6.1"
"Wrench","Wrench","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","1.2.0",NA,"R (>= 3.5.0)","limma, matrixStats, locfit, stats, graphics",NA,"knitr, rmarkdown, metagenomeSeq, DESeq2, edgeR",NA,"Artistic-2.0",NA,NA,NA,NA,"no","3.6.1"
"xcms","xcms","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","3.6.2",NA,"R (>= 2.14.0), methods, Biobase, BiocParallel (>= 1.8.0),
MSnbase (>= 2.9.3)","mzR (>= 2.13.3), BiocGenerics, ProtGenerics, lattice,
RColorBrewer, plyr, RANN, multtest, MassSpecWavelet (>= 1.5.2),
S4Vectors, robustbase",NA,"BiocStyle, caTools, knitr (>= 1.1.0), faahKO, msdata, ncdf4,
rgl, microbenchmark, testthat, pander, magrittr, MALDIquant,
pheatmap","Rgraphviz, Rmpi, XML","GPL (>= 2) + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"XVector","XVector","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","0.24.0",NA,"R (>= 2.8.0), methods, BiocGenerics (>= 0.19.2), S4Vectors (>=
0.21.13), IRanges (>= 2.15.12)","methods, utils, zlibbioc, BiocGenerics, S4Vectors, IRanges","S4Vectors, IRanges","Biostrings, drosophila2probe, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","3.6.1"
"zlibbioc","zlibbioc","/CHBS/apps/EB/software/R-bundle-Bioconductor/3.9-gomkl-2019a-R-3.6.1","1.30.0",NA,NA,NA,NA,NA,NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"ncdf4.1","ncdf4","/CHBS/apps/EB/software/ncdf4/1.16.1-gomkl-2019a-R-3.6.1","1.16.1",NA,NA,NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"abc","abc","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.1",NA,"R (>= 2.10), abc.data, nnet, quantreg, MASS, locfit",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"abc.data","abc.data","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"abind","abind","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4-5",NA,"R (>= 1.5.0)","methods, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"acepack","acepack","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4.1",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"adabag","adabag","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.2",NA,"rpart, caret, foreach, doParallel",NA,NA,"mlbench",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"ade4","ade4","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7-13",NA,"R (>= 2.10)","graphics, grDevices, methods, stats, utils, MASS",NA,"ade4TkGUI, adegraphics, adephylo, ape, CircStats, deldir,
lattice, pixmap, sp, spdep, splancs, waveslim",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"ADGofTest","ADGofTest","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.6.1"
"aggregation","aggregation","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.1",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"akima","akima","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6-2",NA,"R (>= 2.0.0)","sp",NA,NA,NA,"ACM | file LICENSE",NA,"yes",NA,NA,"yes","3.6.1"
"AlgDesign","AlgDesign","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1-7.3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"animation","animation","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.6",NA,"R (>= 2.14.0)","magick",NA,"MASS, class, testit",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"aod","aod","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.1",NA,"R (>= 2.10), methods, stats",NA,NA,"MASS, boot, lme4",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"ape","ape","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","5.3",NA,"R (>= 3.2.0)","nlme, lattice, graphics, methods, stats, tools, utils,
parallel, Rcpp (>= 0.12.0)","Rcpp","gee, expm, igraph",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"arm","arm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.10-1",NA,"R (>= 3.1.0), MASS, Matrix (>= 1.0), stats, lme4 (>= 1.0)","abind, coda, graphics, grDevices, methods, nlme, utils",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"askpass","askpass","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1",NA,NA,"sys (>= 2.1)",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"asnipe","asnipe","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.12",NA,"R (>= 2.10)","MASS, Matrix",NA,"ape, raster, sna",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"assertthat","assertthat","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.1",NA,NA,"tools",NA,"testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"AUC","AUC","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"audio","audio","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-6",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"backports","backports","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.5",NA,"R (>= 3.0.0)","utils",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"bartMachine","bartMachine","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.4.2",NA,"R (>= 2.14.0), rJava (>= 0.9-8), bartMachineJARs (>= 1.0),
car, randomForest, missForest","graphics, grDevices, stats",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"bartMachineJARs","bartMachineJARs","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1",NA,"R (>= 2.14.0), rJava (>= 0.9-8)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"base","base","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.1","base",NA,NA,NA,"methods",NA,"Part of R 3.6.1",NA,NA,NA,NA,NA,"3.6.1"
"base64","base64","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0",NA,NA,"openssl",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"base64enc","base64enc","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-3",NA,"R (>= 2.9.0)",NA,NA,NA,"png","GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"BatchJobs","BatchJobs","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.8",NA,"R (>= 3.0.0), BBmisc (>= 1.9), methods","backports (>= 1.1.1), brew, checkmate (>= 1.8.0), data.table
(>= 1.9.6), DBI, digest, parallel, RSQLite (>= 1.0.9011),
sendmailR, stats, stringi (>= 0.4-1), utils",NA,"MASS, testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"BayesianTools","BayesianTools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.6",NA,"R (>= 3.1.2)","coda, emulator, mvtnorm, tmvtnorm, IDPmisc, Rcpp (>= 0.12.12),
ellipse, numDeriv, msm, MASS, Matrix, stats, utils, graphics,
DHARMa, gap, bridgesampling","Rcpp","DEoptim, lhs, sensitivity, knitr, rmarkdown, roxygen2,
testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"bayesm","bayesm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.1-4",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.0), utils, stats, graphics, grDevices","Rcpp, RcppArmadillo","knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"BB","BB","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2019.10-1",NA,"R (>= 2.6.1)","stats, quadprog",NA,"setRNG, survival, Hmisc, numDeriv",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"BBmisc","BBmisc","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.11",NA,NA,"utils, methods, stats, checkmate (>= 1.8.0)",NA,"testthat, microbenchmark, codetools",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"BDgraph","BDgraph","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.61",NA,NA,"igraph",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"beanplot","beanplot","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2",NA,NA,NA,NA,"vioplot, lattice",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"beeswarm","beeswarm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.3",NA,NA,"stats, graphics, grDevices, utils",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","3.6.1"
"BH","BH","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.69.0-1",NA,NA,NA,NA,NA,NA,"BSL-1.0",NA,NA,NA,NA,"no","3.6.1"
"BiasedUrn","BiasedUrn","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.07",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"bibtex","bibtex","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.2",NA,"R (>= 3.0.2)","stringr, utils",NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"bigmemory","bigmemory","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.5.33",NA,"R (>= 3.2.0),","methods, Rcpp, utils, bigmemory.sri","BH, Rcpp","knitr, testthat","biganalytics, bigtabulate","LGPL-3 | Apache License 2.0",NA,NA,NA,NA,"yes","3.6.1"
"bigmemory.sri","bigmemory.sri","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.3",NA,NA,"methods",NA,NA,"bigmemory, synchronicity","LGPL-3 | Apache License 2.0",NA,NA,NA,NA,"no","3.6.1"
"bindr","bindr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.1",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"bindrcpp","bindrcpp","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.2",NA,NA,"bindr (>= 0.1.1), Rcpp (>= 0.12.16)","plogr, Rcpp","testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"bio3d","bio3d","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.3-4",NA,"R (>= 3.1.0)","Rcpp, parallel, grid, graphics, grDevices, stats, utils","Rcpp","XML, RCurl, lattice, ncdf4, igraph, bigmemory, knitr,
testthat (>= 0.9.1), httr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"bit","bit","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1-14",NA,"R (>= 2.9.2)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"bit64","bit64","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9-7",NA,"R (>= 3.0.1), bit (>= 1.1-12), utils, methods, stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"bitops","bitops","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-6",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"blob","blob","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.0",NA,NA,"methods, prettyunits, rlang, vctrs (>= 0.2.0)",NA,"covr, crayon, pillar (>= 1.2.1), testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"bmp","bmp","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3",NA,NA,NA,NA,"pixmap, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"bnlearn","bnlearn","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.5",NA,"R (>= 2.14.0), methods",NA,NA,"parallel, graph, Rgraphviz, lattice, gRain, ROCR, Rmpfr, gmp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"bold","bold","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9.0",NA,NA,"xml2, crul (>= 0.3.8), stringr, jsonlite, reshape, plyr,
data.table, tibble",NA,"roxygen2 (>= 6.1.1), sangerseqR, knitr, testthat, vcr (>=
0.2.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"boot","boot","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3-23","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","3.6.1"
"bootstrap","bootstrap","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2019.6",NA,"stats, R (>= 2.10.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"Boruta","Boruta","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","6.0.0",NA,"ranger",NA,NA,"mlbench, rFerns, randomForest, testthat, xgboost",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"brew","brew","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-6",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"brglm","brglm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6.2",NA,"R (>= 2.6.0), profileModel",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"bridgedist","bridgedist","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.0",NA,"R (>= 3.0.0)","stats",NA,"knitr, rmarkdown, reshape2, ggplot2, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"bridgesampling","bridgesampling","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.7-2",NA,"R (>= 3.0.0)","mvnfast, Matrix, Brobdingnag, stringr, coda, parallel, scales,
utils, methods",NA,"testthat, Rcpp, RcppEigen, R2jags, rjags, runjags, knitr,
rmarkdown, R.rsp, BayesFactor, rstan, rstanarm, nimble,
MCMCpack",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"Brobdingnag","Brobdingnag","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2-6",NA,"R (>= 2.13.0), methods",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"broom","broom","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.5.3",NA,"R (>= 3.1)","backports, dplyr, generics (>= 0.0.2), methods, nlme, purrr,
reshape2, stringr, tibble, tidyr",NA,"AER, akima, AUC, bbmle, betareg, biglm, binGroup, boot, brms,
btergm, car, caret, coda, covr, e1071, emmeans, ergm, gam (>=
1.15), gamlss, gamlss.data, gamlss.dist, geepack, ggplot2,
glmnet, gmm, Hmisc, irlba, joineRML, Kendall, knitr, ks,
Lahman, lavaan, lfe, lme4, lmodel2, lmtest, lsmeans, maps,
maptools, MASS, Matrix, mclust, mgcv, muhaz, multcomp, network,
nnet, orcutt (>= 2.2), ordinal, plm, plyr, poLCA, psych,
quantreg, rgeos, rmarkdown, robust, rsample, rstan, rstanarm,
sp, speedglm, statnet.common, survey, survival, testthat,
tseries, xergm, zoo",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"bst","bst","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3-17",NA,NA,"rpart, methods, foreach, doParallel, gbm",NA,"hdi, pROC, R.rsp, knitr, gdata",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"Cairo","Cairo","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5-10",NA,"R (>= 2.4.0)","grDevices, graphics",NA,"png","FastRWeb","GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"calibrate","calibrate","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7.5",NA,"R (>= 3.5.0), MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"callr","callr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.3.2",NA,NA,"processx (>= 3.4.0), R6, utils",NA,"cliapp, covr, crayon, fansi, knitr, pingr, ps, rmarkdown,
rprojroot, spelling, testthat, tibble, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"car","car","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.0-4",NA,"R (>= 3.5.0), carData (>= 3.0-0)","abind, MASS, mgcv, nnet, pbkrtest (>= 0.4-4), quantreg,
grDevices, utils, stats, graphics, maptools, rio, lme4, nlme",NA,"alr4, boot, coxme, leaps, lmtest, Matrix, MatrixModels, rgl
(>= 0.93.960), sandwich, SparseM, survival, survey",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"carData","carData","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.0-2",NA,"R (>= 3.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"caret","caret","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","6.0-84",NA,"R (>= 3.2.0), lattice (>= 0.20), ggplot2","foreach, methods, plyr, ModelMetrics (>= 1.1.0), nlme,
reshape2, stats, stats4, utils, grDevices, recipes (>= 0.1.4),
withr (>= 2.0.0)",NA,"BradleyTerry2, e1071, earth (>= 2.2-3), fastICA, gam (>=
1.15), ipred, kernlab, knitr, klaR, MASS, ellipse, mda, mgcv,
mlbench, MLmetrics, nnet, party (>= 0.9-99992), pls, pROC,
proxy, randomForest, RANN, spls, subselect, pamr, superpc,
Cubist, testthat (>= 0.9.1), rpart, dplyr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"caTools","caTools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.17.1.2",NA,"R (>= 2.2.0)","bitops",NA,"MASS, rpart",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"cellranger","cellranger","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,"R (>= 3.0.0)","rematch, tibble",NA,"covr, testthat (>= 1.0.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"cgdsr","cgdsr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.0",NA,"R (>= 3.1)","R.oo, R.methodsS3, httr",NA,"testthat",NA,"LGPL-3",NA,NA,NA,NA,"no","3.6.1"
"cghFLasso","cghFLasso","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2-1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.6.1"
"checkmate","checkmate","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.9.4",NA,"R (>= 3.0.0)","backports (>= 1.1.0), utils",NA,"R6, bit, fastmatch, data.table (>= 1.9.8), devtools, ggplot2,
knitr, magrittr, microbenchmark, rmarkdown, testthat (>=
0.11.0), tibble",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"chemometrics","chemometrics","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4.2",NA,"R (>= 2.10), rpart","class, e1071, MASS, nnet, pcaPP, robustbase, som, lars, pls,
mclust",NA,"gclus",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"chron","chron","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.3-54",NA,"R (>= 2.12.0)","graphics, stats",NA,"scales, ggplot2","zoo","GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"circlize","circlize","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.8",NA,"R (>= 3.0.0), graphics","GlobalOptions (>= 0.1.0), shape, grDevices, utils, stats,
colorspace, methods, grid",NA,"knitr, dendextend (>= 1.0.1), ComplexHeatmap (>= 1.99.0),
gridBase, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"circular","circular","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-93",NA,"R (>= 3.0.0), stats","boot, mvtnorm",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"class","class","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","7.3-15","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"classInt","classInt","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-2",NA,"R (>= 2.2)","grDevices, stats, graphics, e1071, class, KernSmooth",NA,"spData (>= 0.2.6.2), units",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"cli","cli","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,"R (>= 2.10)","assertthat, crayon (>= 1.3.4), methods, utils",NA,"covr, fansi, mockery, testthat, webshot, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"clipr","clipr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.7.0",NA,NA,"utils",NA,"covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"clisymbols","clisymbols","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"cluster","cluster","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.1.0","recommended","R (>= 3.3.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"clusterGeneration","clusterGeneration","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.4",NA,"R (>= 2.9.1), MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"clusterRepro","clusterRepro","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"clustree","clustree","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.1",NA,"R (>= 3.4), ggraph","checkmate, igraph, dplyr, grid, ggplot2, viridis, methods,
rlang, tidygraph, ggrepel",NA,"testthat, knitr, rmarkdown, SingleCellExperiment, Seurat (>=
2.3.0), covr, SummarizedExperiment, pkgdown, spelling",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
